SampleID,Location,Color,Astaxanthin,Lutein,ChlA,ChlB,BetaC,Pheophorbide,Pheophytin
2024-8-12-CK-algae83-pig-a,Camp Kiser,,0,0,3.633798824,40.68781412,53.43638824,1.342321176,17.78282353
2024-8-12-CK-algae83-pig-b,Camp Kiser,,0,0,29.79482256,72.18947692,85.18294872,1.067300513,30.58134667
2024-8-12-CK-algae83-pig-c,Camp Kiser,,0,0,24.03656778,64.85511556,85.06188222,0,29.27473333
2024-8-12-CK-algae84-pig-a,Camp Kiser,,7.498116818,0,19.80908182,85.62314727,198.7992014,1.369684091,39.94932545
2024-8-12-CK-algae84-pig-b,Camp Kiser,,0,0,43.40856054,125.266048,239.8339883,0,51.81229372
2024-8-12-CK-algae84-pig-c,Camp Kiser,,0,0,44.72501362,136.2900868,264.9125413,0,57.00618766
2024-8-12-CK-algae85-pig-a,Camp Kiser,,0,0,55.07120352,158.9021261,262.0735251,0,80.75434673
2024-8-12-CK-algae85-pig-b,Camp Kiser,,0,0,12.41651212,90.90575758,119.92245,1.197881818,38.23684697
2024-8-12-CK-algae85-pig-c,Camp Kiser,,0,0,103.1993071,164.5297268,233.5771268,1.453951786,66.36166786
2024-8-12-CK-algae86-pig-a,Camp Kiser,,9.698980909,12.43448727,41.15657455,109.8397541,134.2778141,1.143372273,49.23375
2024-8-12-CK-algae86-pig-b,Camp Kiser,,0,0,28.40479059,141.7877682,199.5498335,0,58.88203412
2024-8-12-CK-algae86-pig-c,Camp Kiser,,0,0,33.40076684,168.39249,191.6857121,1.358085789,64.01759053
2024-8-12-CK-algae87-pig-a,Camp Kiser,,52.44631333,0,148.8202311,262.3811444,535.0307711,8.274173333,132.13846
2024-8-12-CK-algae87-pig-b,Camp Kiser,,0,0,130.7697933,383.8954089,573.6646578,0,165.3498289
2024-8-12-CK-algae87-pig-c,Camp Kiser,,0,0,139.3481258,324.8008921,549.7141236,0,160.1290854
2024-8-13-CK-algae88-pig-a,Camp Kiser,,0,0,22.2070845,127.7438655,114.298173,1.184184,50.495103
2024-8-13-CK-algae88-pig-b,Camp Kiser,,0,0,67.22859368,213.6596526,299.8552526,1.675498947,100.1488842
2024-8-13-CK-algae88-pig-c,Camp Kiser,,0,0,73.9148761,245.4313776,383.2012566,0,112.751282
2024-8-13-CK-algae89-pig-a,Camp Kiser,,0,0,28.19173846,75.48514974,116.8452841,0.842944615,32.67158462
2024-8-13-CK-algae89-pig-b,Camp Kiser,,0,0,25.29631848,99.19987174,132.0164793,0,39.80981848
2024-8-13-CK-algae89-pig-c,Camp Kiser,,0,0,21.82661667,106.4855222,132.91256,0,41.66209222
2024-8-13-CK-algae90-pig-a,Camp Kiser,,0,0,29.14904591,143.7218686,140.3852277,1.071934091,52.98803182
2024-8-13-CK-algae90-pig-b,Camp Kiser,,0,0,35.71563788,142.9292439,172.1495409,1.337707576,62.80076061
2024-8-13-CK-algae90-pig-c,Camp Kiser,,0,0,56.52573,174.5076391,206.8542013,1.037634783,74.74803391
2024-8-13-CK-algae91-pig-a,Camp Kiser,,0,0,3.79730303,30.07309939,32.56717818,0,14.08376121
2024-8-13-CK-algae91-pig-b,Camp Kiser,,0,0,18.31296848,49.49018788,45.56237697,1.034624242,19.93456
2024-8-13-CK-algae91-pig-c,Camp Kiser,,0,0,16.39216778,61.92163778,34.73110333,0.994485556,23.93881222
2024-8-13-CK-algae92-pig-a,Camp Kiser,,0,0,29.0126136,83.010732,111.3930072,0.94308,34.9634124
2024-8-13-CK-algae92-pig-b,Camp Kiser,,22.73279182,0,44.73846818,99.32491364,141.2428132,4.148715,39.65860773
2024-8-13-CK-algae92-pig-c,Camp Kiser,,0,0,23.26662143,72.22024286,134.1319171,1.215422857,37.50550429
2024-8-13-CK-algae93-pig-a,Camp Kiser,,0,0,39.76706778,148.77649,112.22331,0.876771111,49.89778556
2024-8-13-CK-algae93-pig-b,Camp Kiser,,0,0,36.08306919,111.6685005,62.69039459,0,43.21172541
2024-8-13-CK-algae93-pig-c,Camp Kiser,,0,0,54.47781556,146.9431989,109.3886722,0,52.71486
2024-8-13-CK-algae94-pig-a,Camp Kiser,,0,0,0,32.65437467,78.55827467,0,50.69918667
2024-8-13-CK-algae94-pig-b,Camp Kiser,,0,0,85.74635204,192.4251388,134.5550153,0.839043878,53.92893469
2024-8-13-CK-algae94-pig-c,Camp Kiser,,79.28096316,66.93386947,75.86312632,224.6408421,187.5590811,2.963525263,64.86266
2024-8-13-CK-algae95-pig-a,Camp Kiser,,23.32548941,0,20.50013529,53.78898353,29.94620706,2.389777647,17.59153412
2024-8-13-CK-algae95-pig-b,Camp Kiser,,28.93876111,14.37217778,18.03486889,81.61335556,50.78490889,2.69124,20.19898111
2024-8-13-CK-algae95-pig-c,Camp Kiser,,20.76226329,8.116996203,21.06618354,75.50188734,41.24325443,3.042662025,21.20732405
2024-8-13-CK-algae96-pig-a,Camp Kiser,,75.89258,40.13277091,69.06434545,181.0883018,95.90264909,3.839316364,50.77777636
2024-8-13-CK-algae96-pig-b,Camp Kiser,,70.66098503,19.92712096,76.81454731,173.4481311,79.24843114,4.347519162,50.98148443
2024-8-13-CK-algae96-pig-c,Camp Kiser,,101.8468327,34.55734423,73.66659038,251.2659058,200.8987692,5.153571154,69.79588846
2024-8-13-CK-algae97-pig-a,Camp Kiser,,85.521395,30.37961667,44.15035167,136.8258517,96.71537833,3.995888333,42.82502333
2024-8-13-CK-algae97-pig-b,Camp Kiser,,84.5035785,0,49.027578,96.5665785,110.1490755,5.82225,68.6305155
2024-8-13-CK-algae97-pig-c,Camp Kiser,,143.878127,33.18880216,78.79517514,237.4441768,203.5317405,6.82685027,66.14479622
2024-8-13-CK-algae98-pig-a,Camp Kiser,,6.637634545,0,11.80110636,34.16416,15.23875545,1.067634545,9.626098182
2024-8-13-CK-algae98-pig-b,Camp Kiser,,9.36599913,4.352437391,9.368045217,34.22878957,18.39002174,1.11062,9.71454
2024-8-13-CK-algae98-pig-c,Camp Kiser,,12.07224085,2.524166809,16.48952766,48.0307983,33.24424936,1.28286383,12.95732936
2024-8-13-CK-algae99-pig-a,Camp Kiser,,7.2739425,0,22.28936375,57.45841,15.937485,1.8619425,14.928055
2024-8-13-CK-algae99-pig-b,Camp Kiser,,17.74423,32.05736778,33.22709,79.86465889,27.45484667,1.940992222,20.65667111
2024-8-13-CK-algae99-pig-c,Camp Kiser,,7.959364324,0,10.95602486,43.70792108,10.05106486,1.410561081,13.57698486
2024-8-13-CK-algae100-pig-a,Camp Kiser,,45.23702757,48.44362216,85.9301773,210.8331778,130.4898097,2.754288649,52.6649027
2024-8-13-CK-algae100-pig-b,Camp Kiser,,40.49175947,46.38721105,93.95734895,208.2204679,114.4214132,2.702747368,61.63219579
2024-8-13-CK-algae100-pig-c,Camp Kiser,,39.79886364,30.86061455,93.45027636,223.3897764,71.39823455,1.826890909,59.61874182
2024-8-12-CK-algae101-pig-a,Camp Kiser,,51.32913373,6.913368639,39.37688166,151.2308308,69.85181893,3.440137278,41.27111716
2024-8-12-CK-algae101-pig-b,Camp Kiser,,62.43784216,17.21089459,85.43057676,158.3071816,108.4600232,3.214556757,46.58866216
2024-8-12-CK-algae102-pig-a,Camp Kiser,,42.22725943,25.66665257,55.65439029,150.4789217,71.91595886,2.283613714,40.75447029
2024-8-12-CK-algae102-pig-b,Camp Kiser,,61.716936,26.196885,63.164508,182.846778,123.7029285,2.252628,51.7142355
2024-8-12-CK-algae102-pig-c,Camp Kiser,,66.43269568,48.25743243,71.74674973,204.6576924,123.4601984,2.365774054,56.87584378
2024-8-12-CK-algae103-pig-a,Camp Kiser,,71.39810167,44.04084167,49.55592833,210.2057283,200.929835,2.265401667,61.88989833
2024-8-12-CK-algae103-pig-b,Camp Kiser,,82.442232,62.0552805,73.9720665,197.0759115,220.4809545,2.3824665,71.5163205
2024-8-12-CK-algae103-pig-c,Camp Kiser,,50.80897469,47.8924098,76.32411755,242.4846547,176.434,2.398999184,65.97271184
2024-8-12-CK-algae104-pig-a,Camp Kiser,,17.0012227,6.367392432,38.52778811,106.3819589,13.90026703,1.535157838,24.57168541
2024-8-12-CK-algae104-pig-b,Camp Kiser,,31.11317294,9.089755294,28.26537412,110.8707941,29.78510235,1.940463529,30.80968118
2024-8-12-CK-algae104-pig-c,Camp Kiser,,26.86748,3.615275122,35.5407961,97.61424,65.85921561,2.282541463,29.94664683
2024-8-12-CK-algae105-pig-a,Camp Kiser,,93.89104966,49.52875034,123.1165262,216.4398828,258.099691,7.986678621,65.08420138
2024-8-12-CK-algae105-pig-b,Camp Kiser,,122.6468917,107.1316221,108.0507641,266.2635848,320.8708262,9.769326207,74.93845448
2024-8-12-CK-algae105-pig-c,Camp Kiser,,103.9036443,85.03848857,115.49775,269.4134414,324.0315514,9.138404286,67.85279286
2023-8-23-LC-algae1,Lemon Creek Glacier,algae-free,9.546,4.965,52.374,10.867,2.13,0.044,16.384
2023-8-23-LC-algae2,Lemon Creek Glacier,algae-free,3.174,3.982,40.429,10.277,1.411,0,13.578
2023-8-23-LC-algae3,Lemon Creek Glacier,algae-free,1.156,0,22.503,3.907,1.195,0,14.607
2023-8-23-LC-algae4,Lemon Creek Glacier,red,43.266,37.345,188.259,55.864,9.572,1.296,61.806
2023-8-23-LC-algae5,Lemon Creek Glacier,algae-free,40.811,43.808,160.373,44.368,13.215,1.103,56.8
2023-8-23-LC-algae6,Lemon Creek Glacier,red,56.82,34.345,129.393,35.606,20.121,1.443,48.807
2023-8-23-LC-algae7,Lemon Creek Glacier,red,131.402,181.779,517.989,139.068,96.417,9.69,146.888
2023-8-23-LC-algae8,Lemon Creek Glacier,algae-free,24.462,14.809,68.153,20.008,3.836,1.361,30.68
2023-8-23-LC-algae9,Lemon Creek Glacier,red,92.004,76.149,223.655,60.147,95.359,1.914,47.265
2023-8-23-LC-algae10,Lemon Creek Glacier,algae-free,13.579,3.84,51.426,15.991,2.245,2.443,11.3
2023-8-23-LC-algae11,Lemon Creek Glacier,algae-free,1.71,0,17.905,4.452,2.136,1.196,5.263
2023-8-23-LC-algae12,Lemon Creek Glacier,algae-free,1.438,0.139,16.742,8.346,1.762,1.289,5.507
2023-8-23-LC-algae13,Lemon Creek Glacier,red,14.719,4.263,15.125,7.37,1.503,0.266,3.33
2023-8-23-LC-algae14,Lemon Creek Glacier,red,11.074,12.967,41.103,23.152,1.084,0.953,9.624
2023-8-23-LC-algae15,Lemon Creek Glacier,algae-free,15.356,20.879,41.35,26.411,8.974,0.748,11.965
2023-8-23-LC-algae16,Lemon Creek Glacier,algae-free,8.5,10.319,36.229,19.064,4.272,0.8,8.922
2023-8-24-LC-algae17,Lemon Creek Glacier,algae-free,20.511,21.068,59.909,30.588,6.247,2.732,14.663
2023-8-24-LC-algae18,Lemon Creek Glacier,red,37.835,40.542,106.613,44.373,6.198,3.19,25.327
2023-8-24-LC-algae19,Lemon Creek Glacier,red,18.864,17.055,33.838,18.997,4.346,1.402,9.277
2023-8-24-LC-algae20,Lemon Creek Glacier,algae-free,32.589,36.335,73.299,43.931,8.864,2.623,22.101
2023-8-24-LC-algae21,Lemon Creek Glacier,algae-free,9.048,19.568,52.535,29.147,2.568,3.28,19.014
2023-8-24-LC-algae22,Lemon Creek Glacier,algae-free,28.194,9.205,24.441,11.852,7.318,4.466,5.607
2023-8-24-LC-algae23,Lemon Creek Glacier,algae-free,4.688,2.682,5.395,2.848,1.736,1.305,1.009
2023-8-24-LC-algae24,Lemon Creek Glacier,algae-free,9.621,11.268,21.914,12.614,4.611,4.721,5.422
2023-8-24-LC-algae25,Lemon Creek Glacier,algae-free,1.003,0.858,9.802,3.772,3.786,3.688,0
2023-8-24-LC-algae26,Lemon Creek Glacier,red,44.868,46.582,86.566,29.897,13.64,2.824,31.853
2023-8-24-LC-algae27,Lemon Creek Glacier,red,43.334,43.068,101.557,22.074,16.221,4.998,33.852
2023-8-24-LC-algae28,Lemon Creek Glacier,algae-free,1.489,0.888,1.554,0.387,5.987,0,5.073
2023-8-24-LC-algae29,Lemon Creek Glacier,algae-free,15.098,16.468,31.16,18.701,10.344,10.956,12.677
2023-8-24-LC-algae30,Lemon Creek Glacier,red,557.411,299.922,444.636,439.727,63.528,44.087,230.872
2023-8-24-LC-algae31,Lemon Creek Glacier,red,225.921,189.01,237.451,168.048,24.175,26.675,121.947
2023-8-24-LC-algae32,Lemon Creek Glacier,red,272.704,173.241,313.112,260.389,51.607,6.299,229.859
2023-8-24-LC-algae33,Lemon Creek Glacier,red,170.498,145.485,333.927,232.905,46.424,0.569,133.062
2023-8-24-LC-algae34,Lemon Creek Glacier,red,86.606,38.631,158.402,113.685,28.504,8.357,129.737
2023-8-24-LC-algae35,Lemon Creek Glacier,red,376.152,384.258,775.216,477.381,73.982,16.051,255.414
2023-8-24-LC-algae36,Lemon Creek Glacier,red,75.834,68.893,153.042,136.167,17.846,0.553,68.753
2023-8-24-LC-algae37,Lemon Creek Glacier,red,105.384,148.229,543.203,264.172,8.421,1.229,225.337
2023-8-24-LC-algae38,Lemon Creek Glacier,red,125.591,83.5,267.002,160.627,5.492,0,163.754
2023-8-24-LC-algae39,Lemon Creek Glacier,red,73.014,15.71,170.129,117.262,2.533,0,138.669
2023-8-24-LC-algae40,Lemon Creek Glacier,red,114.731,82.158,380.192,166.171,14.18,0.421,165.672
2023-8-24-LC-algae41,Lemon Creek Glacier,red,213.477,212.095,980.438,381.435,43.5,8.742,410.866
2023-8-24-LC-algae42,Lemon Creek Glacier,red,252.345,193.088,376.717,264.553,45.549,6.897,185.466
2023-8-24-LC-algae43,Lemon Creek Glacier,red,431.653,478.455,640.94,538.086,194.819,24.127,454.98
2023-8-24-LC-algae44,Lemon Creek Glacier,red,238.9,162.802,288.734,243.429,66.881,9.642,160.124
2023-8-24-LC-algae45,Lemon Creek Glacier,red,358.545,284.884,446.449,416.974,91.669,11.392,294.373
2023-8-24-LC-algae46,Lemon Creek Glacier,red,159.841,169.607,345.781,284.364,67.452,9.089,183.528
2023-8-24-LC-algae47,Lemon Creek Glacier,red,94.898,55.001,202.877,90.109,11.045,12.209,82.298
2023-8-24-LC-algae48,Lemon Creek Glacier,red,136.707,170.684,762.491,303.302,80.282,16.469,394.42
2023-8-24-LC-algae49,Lemon Creek Glacier,red,203.96,86.181,195.143,151.487,51.062,24.995,169.407
2023-8-24-LC-algae50,Lemon Creek Glacier,red,125.693,61.311,400.343,160.97,37.068,13.748,152.132
2023-8-24-LC-algae51,Lemon Creek Glacier,red,115.367,130.327,350.713,193.063,66.585,15.18,191.667
2023-8-24-LC-algae52,Lemon Creek Glacier,red,370.986,241.074,379.006,143.62,66.594,6.445,227.786
2023-8-24-LC-algae53,Lemon Creek Glacier,red,287.421,232.228,416.809,136.806,80.339,6.194,129.529
2023-8-24-LC-algae54,Lemon Creek Glacier,red,250.552,223.154,571.956,191.548,97.78,6.356,218.977
2023-8-24-LC-algae55,Lemon Creek Glacier,red,394.216,373.92,1040.882,325.925,122.431,10.328,325.468
2023-8-24-LC-algae56,Lemon Creek Glacier,red,260.805,248.314,462.193,155.487,108.361,6.266,154.075
2023-8-24-LC-algae57,Lemon Creek Glacier,red,160.944,,377.007,162.842,52.232,1.176,145.767
2023-8-24-LC-algae58,Lemon Creek Glacier,red,95.202,,230.172,92.298,24.114,0,84.77
2023-8-24-LC-algae59,Lemon Creek Glacier,red,133.072,,357.727,149.291,49.844,0,160.142
